"","mRNA","logFC","FDR","Delta","IDH Wildtype","IDH Mutant","start","end"
"ENSG00000273812","ENSG00000273812",-3.02436134937194,7.14782544328139e-150,-53.9396405609635,17.8350515463918,2.04377880184332,62596732,62603355
"ENSG00000259280","ENSG00000259280",-4.48711008575122,2.59577463947665e-257,-54.2153919639219,12.0824742268041,0.419354838709677,36876379,36887035
"ENSG00000234964","ENSG00000234964",-3.15015150842524,2.35101772371943e-160,-54.9815103480818,17.4536082474227,1.86405529953917,59781318,59781722
"ENSG00000272428","ENSG00000272428",-3.74093539249492,3.65191851165946e-208,-55.7669337891511,14.9072164948454,1.05529953917051,133540784,133541174
"ENSG00000164287","ENSG00000164287",-3.38851226144446,4.7735089725815e-181,-56.6964474260243,16.7319587628866,1.43778801843318,55112971,55173177
"ENSG00000197301","ENSG00000197301",-2.72539085866418,1.8184040351349e-126,-56.7555622113571,20.8247422680412,3.19585253456221,65851340,65882167
"ENSG00000236035","ENSG00000236035",-4.20016699761637,5.89559487000479e-248,-56.983708957352,13.5670103092784,0.73963133640553,203656969,203657760
"ENSG00000159182","ENSG00000159182",-4.77412024840819,7.15914054984223e-278,-56.9941365737802,11.9381443298969,0.299539170506912,48721719,48722518
"ENSG00000241149","ENSG00000241149",-5.7939246349771,0,-58.3573646223982,10.0721649484536,0.0852534562211982,63998874,64016130
"ENSG00000287499","ENSG00000287499",-4.72105985056997,1.62215465764373e-270,-59.6703028535957,12.639175257732,0.285714285714286,102350271,102369827
"ENSG00000171560","ENSG00000171560",-3.30258498135716,2.36756795580291e-179,-59.7870023429193,18.1030927835052,1.90322580645161,154583128,154590745
"ENSG00000102313","ENSG00000102313",-3.42821363778304,2.22408740294801e-188,-59.834697822337,17.4536082474227,1.42857142857143,54748918,54798255
"ENSG00000227954","ENSG00000227954",-2.66745389639749,3.76466281291841e-122,-59.8389657583602,22.4329896907216,3.33179723502304,133502252,133892802
"ENSG00000218027","ENSG00000218027",-3.05090493908404,1.35822285548985e-156,-60.3261409604453,19.7731958762887,2.28341013824885,1513698,1515289
"ENSG00000258274","ENSG00000258274",-2.69338879957383,1.11088771209964e-124,-60.5595976481497,22.4845360824742,3.2741935483871,93707791,93737823
"ENSG00000183273","ENSG00000183273",-3.21039961766982,2.48514936043698e-174,-61.1961741553763,19.0618556701031,2.49769585253456,119334712,119541040
"ENSG00000197826","ENSG00000197826",-3.48268583245888,1.11458614930911e-190,-61.6830336099418,17.7113402061856,1.40092165898618,80335730,80963750
"ENSG00000258717","ENSG00000258717",-3.01486139217745,5.04439103828396e-152,-62.2553336962003,20.6494845360825,2.25806451612903,100675930,100679884
"ENSG00000186191","ENSG00000186191",-3.68951253661899,9.28359865196434e-216,-62.6076044873697,16.9690721649485,1.52995391705069,33079644,33111751
"ENSG00000279328","ENSG00000279328",-2.58620899792378,1.14973131381824e-112,-63.1888177843232,24.4329896907216,3.74423963133641,126432796,126434569
"ENSG00000229637","ENSG00000229637",-5.54021814559857,0,-63.6839508488908,11.4948453608247,0.117511520737327,48723185,48724758
"ENSG00000216588","ENSG00000216588",-3.52768892726606,1.06291596074359e-194,-64.0802875241525,18.1649484536082,1.25115207373272,44613563,44636781
"ENSG00000227359","ENSG00000227359",-2.97894657672477,2.57837882420708e-153,-64.4312362677173,21.6288659793814,3.35023041474654,113677702,113704078
"ENSG00000139053","ENSG00000139053",-2.82037408172244,2.81187311221946e-141,-67.5145218325722,23.9381443298969,4.19815668202765,14973042,14981865
"ENSG00000188817","ENSG00000188817",-4.61224024882971,3.47620955504967e-291,-69.1360548639011,14.9896907216495,0.518433179723502,63652675,63679020
"ENSG00000172497","ENSG00000172497",-3.20185335840145,1.01745550435567e-173,-69.3844923645346,21.6701030927835,2.17511520737327,81329996,81394179
"ENSG00000091704","ENSG00000091704",-3.35802245530425,4.44556501167827e-190,-70.8646594433793,21.1030927835052,2.00460829493088,130380339,130388114
"ENSG00000286802","ENSG00000286802",-3.04728688817639,2.66141919060886e-162,-70.9986429616354,23.2989690721649,2.70967741935484,89128432,89144695
"ENSG00000170178","ENSG00000170178",-2.77901927350301,1.46192253732712e-136,-72.0826030116862,25.9381443298969,3.58755760368664,176099795,176102489
"ENSG00000116176","ENSG00000116176",-2.51143274409752,1.512920992758e-112,-72.5467479274356,28.8865979381443,4.84562211981567,1221651,1225257
"ENSG00000260135","ENSG00000260135",-2.91659990819631,6.34691216450831e-148,-72.7345894631635,24.9381443298969,3.12903225806452,55426797,55462297
"ENSG00000249621","ENSG00000249621",-2.99323973237848,1.23965271478618e-154,-72.8869303904946,24.3505154639175,2.90092165898618,122321291,122323358
"ENSG00000171956","ENSG00000171956",-3.20308341746754,1.31299935766537e-175,-73.4397682520394,22.9278350515464,2.23502304147465,60004234,60061730
"ENSG00000183145","ENSG00000183145",-3.19917096891186,1.03074490398296e-175,-73.6139134289822,23.0103092783505,2.26728110599078,37006150,37019662
"ENSG00000235192","ENSG00000235192",-4.25367847491407,3.23649081612667e-269,-73.7596618021181,17.340206185567,0.80184331797235,165794851,165810010
"ENSG00000257894","ENSG00000257894",-2.53264114879849,1.05018232303392e-115,-74.2821037972339,29.3298969072165,5.05760368663594,79341205,79503396
"ENSG00000275713","ENSG00000275713",-2.88545845766365,4.06184273545719e-147,-75.1409078768906,26.0412371134021,3.45161290322581,26251651,26253710
"ENSG00000124939","ENSG00000124939",-4.65395509040186,3.97441714536339e-292,-75.8066911632468,16.2886597938144,0.5,62208673,62213943
"ENSG00000259663","ENSG00000259663",-3.8105330963799,6.56025808819504e-232,-76.0142426958258,19.9484536082474,1.23732718894009,51372736,51383332
"ENSG00000280135","ENSG00000280135",-3.01770920916478,7.81164551608162e-161,-76.1271591219197,25.2268041237113,2.81566820276498,107697299,107700218
"ENSG00000229588","ENSG00000229588",-2.69890340901174,1.56472742911452e-130,-77.0717777625003,28.5567010309278,4.21198156682028,166165911,166339090
"ENSG00000170209","ENSG00000170209",-2.62412220970228,1.0142016412312e-123,-77.6686068459303,29.5979381443299,4.69815668202765,113387779,113400416
"ENSG00000270933","ENSG00000270933",-3.17446486997404,1.21643983999674e-175,-78.3798284905961,24.6907216494845,2.75345622119816,25948657,25949403
"ENSG00000254670","ENSG00000254670",-3.32210529045897,2.27485475505569e-189,-79.0798053161832,23.8041237113402,2.11520737327189,13001090,13009159
"ENSG00000253187","ENSG00000253187",-5.06913532652092,0,-79.172577522466,15.6185567010309,0.359447004608295,27168619,27171915
"ENSG00000231107","ENSG00000231107",-3.64009794114977,4.61999269364176e-222,-79.6318333105135,21.8762886597938,1.69124423963134,90300885,90433566
"ENSG00000145863","ENSG00000145863",-2.7762000804967,1.79797378297667e-140,-79.679804372194,28.7010309278351,4.47926267281106,161547063,161702593
"ENSG00000288040","ENSG00000288040",-4.07523227130721,1.23887345229422e-258,-80.7484167572418,19.8144329896907,1.04838709677419,234351247,234356038
"ENSG00000007216","ENSG00000007216",-4.93369468570221,0,-81.1262167391239,16.4432989690722,0.599078341013825,28473293,28497781
"ENSG00000249631","ENSG00000249631",-2.71192211056596,1.48858261952031e-132,-81.5254110763953,30.0618556701031,4.42626728110599,11625714,11823906
"ENSG00000233101","ENSG00000233101",-3.14551121117089,5.34978607716562e-174,-81.7508635398124,25.9896907216495,2.6705069124424,48549630,48606414
"ENSG00000249948","ENSG00000249948",-2.77113608039585,3.80205098703391e-139,-82.705556213876,29.8453608247423,4.28341013824885,22692914,22819575
"ENSG00000257953","ENSG00000257953",-2.7833577477483,3.80205098703391e-139,-83.0703162858899,29.8453608247423,3.9147465437788,57837092,57842745
"ENSG00000016082","ENSG00000016082",-4.95753014901773,0,-83.8180355091657,16.9072164948454,0.389400921658986,51383448,51394730
"ENSG00000228162","ENSG00000228162",-2.88500929240045,2.28478964056928e-151,-84.5575403947883,29.3092783505155,4.09677419354839,234438328,234462127
"ENSG00000176635","ENSG00000176635",-2.82995263043141,2.46554616147478e-144,-85.0152779904857,30.0412371134021,3.94009216589862,30080464,30177075
"ENSG00000121570","ENSG00000121570",-2.74465516074379,8.92748452818935e-139,-85.0560145690293,30.9896907216495,5.47695852534562,109326141,109337572
"ENSG00000279388","ENSG00000279388",-4.99944734215507,0,-85.0936862051342,17.020618556701,0.361751152073733,131478844,131483034
"ENSG00000237819","ENSG00000237819",-2.93493375244193,2.58112962477967e-150,-85.8089909476835,29.2371134020619,3.25806451612903,92836483,92917187
"ENSG00000104321","ENSG00000104321",-2.86304978280644,1.83302137082747e-149,-86.6293929127516,30.2577319587629,4.07142857142857,72019917,72075584
"ENSG00000077274","ENSG00000077274",-3.17408156893931,1.619406652892e-179,-87.0091019774189,27.4123711340206,2.65898617511521,111245099,111270483
"ENSG00000225765","ENSG00000225765",-2.5691788425303,1.67161037828358e-121,-88.9147770554043,34.6082474226804,5.76958525345622,104412146,104414195
"ENSG00000052344","ENSG00000052344",-2.58346157238532,7.34325426662846e-124,-89.8884825443347,34.7938144329897,7.25345622119816,31131433,31135727
"ENSG00000265752","ENSG00000265752",-2.74488418647915,3.03640477644337e-138,-91.6281958331908,33.3814432989691,4.8778801843318,23957754,23982556
"ENSG00000257588","ENSG00000257588",-3.02148668128437,1.22470193261436e-165,-92.0463210638691,30.4639175257732,3.63594470046083,49951512,49962924
"ENSG00000139304","ENSG00000139304",-2.75678371880234,6.05094179996838e-140,-93.8159077914076,34.0309278350515,4.98387096774194,80402178,80680273
"ENSG00000232821","ENSG00000232821",-4.20194007049885,1.39178450221848e-282,-94.6086300409225,22.5154639175258,1.14976958525346,19112474,19114271
"ENSG00000258116","ENSG00000258116",-4.21131503565097,4.07689840807056e-282,-96.1221802982603,22.8247422680412,1.12672811059908,47341614,47342089
"ENSG00000165905","ENSG00000165905",-2.62039566917338,9.56389106600347e-127,-96.1712224974971,36.701030927835,6.69124423963134,45921621,45929096
"ENSG00000165383","ENSG00000165383",-2.94676335296898,4.10518281339723e-159,-96.4229575497271,32.7216494845361,4.23271889400922,48909483,48914232
"ENSG00000112246","ENSG00000112246",-4.9074611075856,0,-96.4796735274818,19.659793814433,0.504608294930876,100385009,100464921
"ENSG00000189068","ENSG00000189068",-2.91472882846569,1.58613497511264e-155,-98.2594151451835,33.7113402061856,4.02534562211982,54040825,54063953
"ENSG00000197576","ENSG00000197576",-4.47087044008619,1.50628833241966e-304,-100.01844180399,22.3711340206186,0.894009216589862,27128507,27130780
"ENSG00000286519","ENSG00000286519",-3.72021390885719,1.66155530063892e-236,-100.138953773465,26.9175257731959,1.89861751152074,45173722,45175935
"ENSG00000260205","ENSG00000260205",-5.00514756448108,0,-100.876943181036,20.1546391752577,0.631336405529954,22218074,22221168
"ENSG00000161992","ENSG00000161992",-3.35247549766491,6.79094205627567e-205,-102.025852258833,30.4329896907216,2.89170506912442,560394,565529
"ENSG00000241749","ENSG00000241749",-4.28158927981824,1.61987668907638e-290,-102.44916204596,23.9278350515464,1.02995391705069,65758020,65826997
"ENSG00000225156","ENSG00000225156",-3.27998306693243,4.89183582756719e-196,-102.491017277033,31.2474226804124,2.88479262672811,44954664,44968762
"ENSG00000069812","ENSG00000069812",-2.6325734248619,3.12849405959317e-128,-102.751783366259,39.0309278350515,5.5,6412418,6424670
"ENSG00000232111","ENSG00000232111",-4.85122421245303,0,-103.676162808403,21.3711340206186,0.721198156682028,9402751,9404802
"ENSG00000185652","ENSG00000185652",-3.03854865323646,4.75066575009826e-170,-104.219086281626,34.298969072165,3.70276497695853,5432108,5521536
"ENSG00000287970","ENSG00000287970",-2.66106385051658,2.31184095771013e-132,-104.275295833129,39.1855670103093,5.95622119815668,2130550,2134880
"ENSG00000228564","ENSG00000228564",-6.15794410186527,0,-104.558081812084,16.979381443299,0.152073732718894,64024409,64030105
"ENSG00000267147","ENSG00000267147",-3.56223716064849,1.50783483408707e-228,-105.655219702946,29.659793814433,2.28571428571429,14333743,14343916
"ENSG00000127129","ENSG00000127129",-4.83349292821754,0,-106.43650406879,22.020618556701,0.815668202764977,41478775,41484683
"ENSG00000158874","ENSG00000158874",-2.77663540323834,2.41576716553145e-145,-108.718157335043,39.1546391752577,6.27880184331797,161222292,161223631
"ENSG00000236164","ENSG00000236164",-5.11535857758889,0,-108.89912848166,21.2886597938144,0.465437788018433,46758296,46761158
"ENSG00000255772","ENSG00000255772",-4.96102400556279,0,-109.347106431889,22.0412371134021,0.691244239631336,67929235,67970017
"ENSG00000247311","ENSG00000247311",-3.6694406921441,8.66233676042875e-243,-109.364464340089,29.8041237113402,2.09216589861751,122114598,122154856
"ENSG00000187942","ENSG00000187942",-2.89409816155505,9.53273794346125e-156,-109.438680995711,37.8144329896907,4.5668202764977,21812265,21825225
"ENSG00000170454","ENSG00000170454",-2.87696530874934,2.86590083249017e-159,-111.341523392217,38.701030927835,6.24423963133641,52424070,52434371
"ENSG00000273771","ENSG00000273771",-2.99676725632568,4.16939335819207e-168,-112.981215014258,37.701030927835,4.69585253456221,96080713,96084584
"ENSG00000165556","ENSG00000165556",-3.66721093805035,2.84156252574897e-245,-113.456701289578,30.9381443298969,2.18433179723502,27960918,27969315
"ENSG00000286378","ENSG00000286378",-2.57715108527581,2.69494946571277e-126,-116.715718738316,45.2886597938144,7.50921658986175,184664282,184668535
"ENSG00000259616","ENSG00000259616",-2.96144247561171,1.60853227405729e-165,-118.121865341667,39.8865979381443,5.09447004608295,61298791,61635449
"ENSG00000133488","ENSG00000133488",-3.46346835626495,4.41222982355929e-224,-120.400157704386,34.7628865979381,3.48387096774194,30488902,30505711
"ENSG00000181123","ENSG00000181123",-5.68606826620751,0,-121.576346227983,21.3814432989691,0.368663594470046,30475364,30492804
"ENSG00000251151","ENSG00000251151",-5.11147290499216,0,-122.886132107646,24.0412371134021,0.546082949308756,53981509,53985519
"ENSG00000181541","ENSG00000181541",-5.11972553539409,0,-123.71790365942,24.1649484536082,0.622119815668203,150582151,150584693
"ENSG00000275678","ENSG00000275678",-3.03347421213768,5.13416697210281e-174,-124.059713397424,40.8969072164948,4.73271889400922,67121605,67123956
"ENSG00000081051","ENSG00000081051",-3.70436030667893,5.34398419647213e-255,-124.878950544743,33.7113402061856,2.5,73431138,73456174
"ENSG00000236969","ENSG00000236969",-4.34826585482546,2.77528990325579e-316,-127.399706798082,29.2989690721649,1.27188940092166,91775944,91781169
"ENSG00000286734","ENSG00000286734",-5.99382069787612,0,-128.403705259656,21.4226804123711,0.225806451612903,124324973,124339047
"ENSG00000239552","ENSG00000239552",-6.11483241870048,0,-129.546191963191,21.1855670103093,0.193548387096774,48557262,48560333
"ENSG00000169435","ENSG00000169435",-4.29679257417603,0,-129.70112017719,30.1855670103093,1.64516129032258,73571550,73620631
"ENSG00000113924","ENSG00000113924",-2.84927530890138,2.91642998638405e-155,-131.801013515881,46.2577319587629,6.66129032258065,120628172,120682269
"ENSG00000227619","ENSG00000227619",-3.16292383322026,2.14194561847423e-191,-134.994893500329,42.680412371134,4.64746543778802,129575117,129584556
"ENSG00000108511","ENSG00000108511",-3.68009465929655,4.65696287581409e-252,-137.339615120139,37.319587628866,2.6889400921659,48595751,48604992
"ENSG00000146013","ENSG00000146013",-3.10911723742613,3.93513760539884e-187,-138.115321402775,44.4226804123711,6.23732718894009,138252380,138274621
"ENSG00000259439","ENSG00000259439",-3.05938414898344,2.14640055880306e-180,-138.303087559715,45.2061855670103,5.23963133640553,44921077,44939199
"ENSG00000227094","ENSG00000227094",-2.80925553860668,2.01625847055314e-152,-138.6092475028,49.340206185567,7.14516129032258,162316852,162317794
"ENSG00000158486","ENSG00000158486",-3.43466490495782,1.47097288209762e-224,-141.52943943419,41.2061855670103,3.66359447004608,20933111,21159441
"ENSG00000259221","ENSG00000259221",-5.54457962316123,0,-142.672894220726,25.7319587628866,0.596774193548387,47359430,47396732
"ENSG00000188620","ENSG00000188620",-3.89451141269036,1.8024601742652e-284,-142.771985397185,36.659793814433,2.22811059907834,123135970,123139423
"ENSG00000231106","ENSG00000231106",-3.31648295153122,4.94724655705562e-209,-145.583344408453,43.8969072164948,4.22119815668203,36005338,36007838
"ENSG00000236544","ENSG00000236544",-4.89497888103473,0,-152.501300809144,31.1546391752577,0.827188940092166,155421206,155457099
"ENSG00000213673","ENSG00000213673",-3.44947878149587,2.52036563535079e-232,-154.977613708856,44.9278350515464,5.26497695852535,54419444,54420328
"ENSG00000230148","ENSG00000230148",-3.18853249702112,1.82658925483975e-196,-155.942249132662,48.9072164948454,5.41244239631336,48543551,48551250
"ENSG00000080572","ENSG00000080572",-4.86508301537368,0,-156.735921887039,32.2164948453608,0.993087557603687,107206611,107244247
"ENSG00000235151","ENSG00000235151",-3.72635066230237,6.77567395527307e-265,-157.00613563742,42.1340206185567,2.98847926267281,241844380,241845036
"ENSG00000283361","ENSG00000283361",-2.65217910368348,4.85138173961342e-137,-159.212772378855,60.0309278350515,9.56451612903226,114154691,114223084
"ENSG00000204876","ENSG00000204876",-3.45004538212638,1.73028680115028e-229,-161.405215918449,46.7835051546392,3.96774193548387,155962632,155966343
"ENSG00000123572","ENSG00000123572",-4.53476661249121,0,-162.597095652004,35.8556701030928,1.2926267281106,105822539,105958610
"ENSG00000254369","ENSG00000254369",-4.42542001651118,0,-164.196769478595,37.1030927835052,1.61981566820276,27129977,27155928
"ENSG00000283267","ENSG00000283267",-2.79411578401036,1.24199336926405e-151,-164.939247208694,59.0309278350515,7.89170506912442,90316503,90321308
"ENSG00000250133","ENSG00000250133",-4.80883469312423,0,-167.168975105308,34.7628865979381,1.11981566820276,53993810,53996785
"ENSG00000124343","ENSG00000124343",-3.07534617814315,5.89953075308081e-184,-167.939265006436,54.6082474226804,5.83410138248848,2752040,2816500
"ENSG00000233922","ENSG00000233922",-2.52439533562197,3.19992650288512e-125,-170.435722195755,67.5154639175258,12.6359447004608,45593654,45603088
"ENSG00000223703","ENSG00000223703",-4.46021976944389,0,-171.005745593421,38.340206185567,1.55069124423963,91736726,91767439
"ENSG00000237560","ENSG00000237560",-2.6696196285845,2.86427398526325e-140,-172.149183265939,64.4845360824742,10.4562211981567,69961568,69994845
"ENSG00000183242","ENSG00000183242",-5.44937491829229,0,-173.930564402401,31.9175257731959,0.589861751152074,32435518,32458769
"ENSG00000158428","ENSG00000158428",-2.52264873797719,4.78641796325815e-124,-176.169304650077,69.8350515463918,11.5529953917051,218356857,218368099
"ENSG00000186471","ENSG00000186471",-2.95357697851446,1.29933764896393e-171,-176.179344306027,59.6494845360825,7.5184331797235,119895837,119920716
"ENSG00000285972","ENSG00000285972",-2.69054073585903,1.12252335038559e-142,-178.130439233883,66.2061855670103,10.352534562212,84167228,84172093
"ENSG00000269155","ENSG00000269155",-3.29912650004267,3.26905762812213e-214,-181.588003955957,55.0412371134021,5.38709677419355,167795530,167798248
"ENSG00000223553","ENSG00000223553",-4.047910838371,1.16774885722808e-318,-185.035429457082,45.7113402061856,2.98617511520737,20602595,20656914
"ENSG00000187492","ENSG00000187492",-4.0054707413932,8.60926037412266e-303,-186.52279730797,46.5670103092784,2.43548387096774,49790732,49799873
"ENSG00000233730","ENSG00000233730",-5.37695380297585,0,-188.692275725049,35.0927835051546,0.705069124423963,115099672,115102658
"ENSG00000286451","ENSG00000286451",-5.07115953904992,0,-189.410422783277,37.3505154639175,1.02304147465438,83063398,83069143
"ENSG00000115474","ENSG00000115474",-3.85365579167512,2.97742804246922e-295,-190.77582589303,49.5051546391753,4.34792626728111,232765802,232776565
"ENSG00000064218","ENSG00000064218",-3.2073613449511,2.03215673232338e-205,-194.227222064359,60.5567010309278,6.74193548387097,976655,991732
"ENSG00000123838","ENSG00000123838",-3.43899658918255,8.84490859525805e-234,-194.498301940778,56.5567010309278,4.90092165898618,207104233,207144972
"ENSG00000256637","ENSG00000256637",-5.14608621685272,0,-194.755489712024,37.8453608247423,0.951612903225806,103874310,104077778
"ENSG00000182333","ENSG00000182333",-5.06286008738302,0,-194.998405015082,38.5154639175258,1.08294930875576,88664441,88678814
"ENSG00000258943","ENSG00000258943",-3.43187165261796,7.27787424383879e-235,-202.091246183029,58.8865979381443,5.33870967741935,63298126,63299547
"ENSG00000113430","ENSG00000113430",-4.10971785967429,0,-205.655365885144,50.0412371134021,2.45852534562212,1877413,1887236
"ENSG00000140285","ENSG00000140285",-2.72688033671277,2.26368644809872e-148,-209.857337253204,76.9587628865979,11.4654377880184,49423237,49488775
"ENSG00000272382","ENSG00000272382",-2.95294961149632,1.08391641343738e-173,-210.755362478237,71.3711340206186,9.11059907834101,43033716,43034635
"ENSG00000177294","ENSG00000177294",-3.49830592698838,5.05989942900814e-244,-211.08850093467,60.340206185567,5.15207373271889,6776215,6797101
"ENSG00000248550","ENSG00000248550",-6.48318611294618,0,-212.0737065606,32.7113402061856,0.327188940092166,56813183,57152177
"ENSG00000286039","ENSG00000286039",-3.59269957090524,5.8897210924281e-257,-214.154524937878,59.6082474226804,4.80875576036866,173509633,173511764
"ENSG00000125879","ENSG00000125879",-5.79520731153857,0,-215.378581011305,37.1649484536082,0.578341013824885,16748358,16770062
"ENSG00000111981","ENSG00000111981",-2.56255656759812,8.99823807979841e-131,-219.006123148334,85.4639175257732,13.9032258064516,149963943,149973715
"ENSG00000284700","ENSG00000284700",-4.22024252889121,0,-219.452611502343,52,2.61290322580645,50423609,50425316
"ENSG00000206199","ENSG00000206199",-2.57460629347279,2.56011315832983e-132,-220.805667581445,85.7628865979381,14.5046082949309,149761100,149968385
"ENSG00000227455","ENSG00000227455",-2.5662997139759,7.28627061729833e-132,-226.945556149333,88.4329896907217,15.0714285714286,164827732,164832114
"ENSG00000263400","ENSG00000263400",-2.53894854274543,2.56414801053456e-128,-227.03958412138,89.4226804123711,14.7764976958525,10729777,10815164
"ENSG00000249641","ENSG00000249641",-6.32048830573307,0,-227.146620966861,35.9381443298969,0.299539170506912,53935328,53939643
"ENSG00000231817","ENSG00000231817",-3.97379757348714,1.12666154958149e-313,-228.800612865213,57.5773195876289,3.63133640552995,46455131,46515958
"ENSG00000211898","ENSG00000211898",-3.19301784333043,2.02479676532609e-206,-229.04142426694,71.7319587628866,8.82027649769585,105836765,105845678
"ENSG00000176040","ENSG00000176040",-3.55409780389185,1.66496959113139e-252,-229.660670461795,64.6185567010309,5.24193548387097,112034843,112081269
"ENSG00000112238","ENSG00000112238",-4.58665409600848,0,-233.115512302287,50.8247422680412,1.97465437788018,99606774,99615578
"ENSG00000185860","ENSG00000185860",-2.90614307142854,5.85942467403021e-170,-234.31902022312,80.6288659793814,10.3433179723502,162824458,162868815
"ENSG00000118492","ENSG00000118492",-4.35738054339535,0,-234.849334854339,53.8969072164948,2.35023041474654,146598967,146815462
"ENSG00000030304","ENSG00000030304",-3.16886170601176,4.60458413058352e-203,-237.6319592735,74.9896907216495,8.07142857142857,110668779,110806558
"ENSG00000243910","ENSG00000243910",-4.76430928073545,0,-238.461046989388,50.0515463917526,1.69585253456221,219253243,219272197
"ENSG00000157111","ENSG00000157111",-2.52846975419215,6.49007918678702e-128,-240.413160236229,95.0824742268041,14.7926267281106,73120569,73131809
"ENSG00000277639","ENSG00000277639",-2.51760109021303,3.44934305120539e-127,-248.437913768238,98.680412371134,18.0783410138249,53035690,53052873
"ENSG00000259203","ENSG00000259203",-4.01897030998524,0,-248.596101648571,61.8556701030928,3.72811059907834,52800168,52805972
"ENSG00000233098","ENSG00000233098",-2.90819037424728,1.19679645475241e-171,-248.695249014239,85.5154639175258,13.278801843318,20868433,21002276
"ENSG00000157703","ENSG00000157703",-3.37685378366804,3.7166151988563e-231,-252.88109159345,74.8865979381443,7.1405529953917,138594285,138701362
"ENSG00000102195","ENSG00000102195",-3.31097437439495,1.57064726561115e-219,-253.374874032306,76.5257731958763,6.35023041474654,151176584,151181465
"ENSG00000232818","ENSG00000232818",-2.52966224017501,2.81155847640899e-128,-257.869074544851,101.938144329897,17.0990783410138,23490473,23491364
"ENSG00000120215","ENSG00000120215",-2.65913275767015,2.29369216622324e-142,-258.456738549631,97.1958762886598,13.426267281106,5890889,5910606
"ENSG00000236106","ENSG00000236106",-3.77108987911063,3.52724293400314e-287,-261.799167483824,69.4226804123711,4.90783410138249,5726253,5730355
"ENSG00000125726","ENSG00000125726",-3.57995862443793,4.85522386428759e-260,-262.333462912421,73.2783505154639,5.43778801843318,6583183,6604103
"ENSG00000167757","ENSG00000167757",-5.20917276556443,0,-262.445642322818,50.3814432989691,1.69124423963134,51022216,51028039
"ENSG00000187848","ENSG00000187848",-2.69819260255899,2.53964603072752e-146,-263.504933237539,97.659793814433,12.6359447004608,132618776,132622388
"ENSG00000128713","ENSG00000128713",-3.71205685872934,1.23008652533771e-276,-263.670842852012,71.0309278350515,5.15898617511521,176104216,176109754
"ENSG00000171815","ENSG00000171815",-2.51700136717595,2.38217776134089e-127,-263.999710408743,104.886597938144,17.8847926267281,141051374,141059346
"ENSG00000186895","ENSG00000186895",-5.10428840451983,0,-266.264941514127,52.1649484536082,1.26036866359447,69809968,69819416
"ENSG00000230630","ENSG00000230630",-3.2333297712445,3.53862639887339e-212,-266.966372555641,82.5670103092783,8.28110599078341,172138397,172144840
"ENSG00000156206","ENSG00000156206",-3.2086669060971,3.03756231289184e-209,-267.940226179242,83.5051546391753,8.87096774193548,81007033,81149179
"ENSG00000226367","ENSG00000226367",-2.70797837009444,1.95806858412347e-148,-268.201527850487,99.0412371134021,15.758064516129,117072072,117146480
"ENSG00000164185","ENSG00000164185",-2.57120568177527,4.62430754745316e-133,-269.499465635146,104.814432989691,16.6820276497696,122129546,122153569
"ENSG00000172752","ENSG00000172752",-4.78666503977161,0,-270.323207091432,56.4742268041237,2.15207373271889,130345516,130484844
"ENSG00000259446","ENSG00000259446",-3.7691052323536,4.56875121807059e-289,-270.443014610114,71.7525773195876,5.25115207373272,33293568,33310659
"ENSG00000211829","ENSG00000211829",-2.68587328255768,2.96363932861036e-146,-270.857860309064,100.845360824742,15.926267281106,22462932,22465787
"ENSG00000106006","ENSG00000106006",-4.68824610425513,0,-271.579947008346,57.9278350515464,2.11751152073733,27145396,27150603
"ENSG00000120075","ENSG00000120075",-4.33811948127251,0,-272.988467151416,62.9278350515464,2.89861751152074,48591257,48593961
"ENSG00000180264","ENSG00000180264",-3.82021644886146,1.09035967424175e-294,-274.62236389599,71.8865979381443,4.95391705069124,124451425,124478589
"ENSG00000267374","ENSG00000267374",-3.40943291329218,4.4614268844635e-237,-275.566536497017,80.8247422680412,7.44930875576037,39206917,39800322
"ENSG00000198088","ENSG00000198088",-3.71159134240461,5.37690551779067e-281,-275.729146529563,74.2886597938144,5.67972350230415,107123427,107206433
"ENSG00000163792","ENSG00000163792",-3.22921325182584,9.21645097194462e-213,-277.046522491697,85.7938144329897,8.86405529953917,27149004,27156974
"ENSG00000184599","ENSG00000184599",-3.18910287254766,4.37375245694675e-207,-277.188931118034,86.9175257731959,9.2073732718894,112720419,112727235
"ENSG00000272279","ENSG00000272279",-2.56167924752011,2.54467729398943e-132,-277.61208505084,108.371134020619,18.3571428571429,1528364,1528911
"ENSG00000183153","ENSG00000183153",-2.58591631468682,3.15766128334112e-135,-281.27838181712,108.773195876289,17.9493087557604,40360652,40364737
"ENSG00000259275","ENSG00000259275",-3.13325285267406,4.55135869886815e-200,-282.897200863087,90.2886597938144,9.94700460829493,96354237,96405235
"ENSG00000197757","ENSG00000197757",-2.58663338025756,7.66354556281854e-135,-282.903026094356,109.371134020619,17.4470046082949,53990624,54030823
"ENSG00000244681","ENSG00000244681",-5.25061904429376,0,-284.778420536386,54.2371134020619,1.3110599078341,95654423,95683193
"ENSG00000125384","ENSG00000125384",-3.47032775059279,7.08514642132147e-248,-286.427257435524,82.5360824742268,8.86866359447005,52314305,52328598
"ENSG00000285684","ENSG00000285684",-2.94603674944362,2.86505928020428e-177,-291.627266682037,98.9896907216495,12.8410138248848,80115733,80134368
